studentikoos	studentikoze
grijsgroen	grijsgroene
kogelwerend	kogelwerende
onopgemaakt	onopgemaakte
ongedesemd	ongedesemde
vruchtdragend	vruchtdragende
zijdezacht	zijdezachte
moezig	moezige
kafka	
voskleurig	voskleurige
pasgehuwd	pasgehuwde
gatig	gatige
quasinonchalant	quasinonchalante
bedrijfsmatig	bedrijfsmatige
ongebleekt	ongebleekte
EU-breed	EU-brede
rood-blauw	rood-blauwe
ijzerhouten	
berstensvol	berstensvolle
slangenleren	
niksig	niksige
tenenkrullend	tenenkrullende
kleinmenselijk	kleinmenselijke
gekwartierd	gekwartierde
herkomstig	herkomstige
levensblij	levensblije
hardstenen	
aangedampt	
evenmatig	evenmatige
gevoileerd	gevoileerde
dendrochronologisch	dendrochronologische
ketogeen	ketogene
lichtgewond	lichtgewonde
bepoederd	bepoederde
ongestadig	ongestadige
onbetreden	onbetredenste
ongeoefend	ongeoefende
diepgravend	diepgravende
deverbatief	
onverzwakt	onverzwakte
retegaaf	
onachterhaalbaar	onachterhaalbare
onaangeraakt	onaangeraakte
achterdijks	achterdijkse
5-aderig	5-aderige
rete-eigenwijs	rete-eigenwijze
retedruk	retedrukke
7-polig	7-polige
retig	retige
13-polig	
diatoom	
15-polig	15-polige
achtmaands	achtmaandse
achtvoetig	achtvoetige
geelhouten	
schubdierachtig	schubdierachtige
aardmagnetisch	aardmagnetische
gordeldierachtig	gordeldierachtige
evenhoevig	evenhoevige
West-Fries	
walvisachtig	walvisachtige
achtkantig	achtkantige
aartsconservatief	
achtregelig	achtregelige
achronologisch	achronologische
6-polig	6-polige
onevenhoevig	onevenhoevige
aartsmoeilijk	aartsmoeilijke
achtkoppig	achtkoppige
warmwit	warmwitte
achtvoudig	achtvoudige
achtpuntig	achtpuntige
planoconvex	planoconvexe
achtdelig	achtdelige
sneeuwarm	sneeuwarme
mohammedaans	mohammedaanse
afscheidnemend	afscheidnemende
onontwarbaar	onontwarbare
actiegericht	actiegerichte
afunctioneel	afunctionele
sneeuwzeker	sneeuwzekere
aangrijpelijk	aangrijpelijke
airconditioned	
kleinbladig	kleinbladige
aartslelijk	aartslelijke
administratiefrechtelijk	administratiefrechtelijke
poerzwart	poerzwarte
grootbladig	grootbladige
brachycefaal	brachycefale
blessurevrij	blessurevrije
nauwverwant	nauwverwante
uiteenliggend	uiteenliggende
zilverpapieren	
aderlijk	aderlijke
emissiearm	emissiearme
rechtvleugelig	rechtvleugelige
vliesvleugelig	vliesvleugelige
halfvleugelig	halfvleugelige
eusociaal	eusociale
netvleugelig	netvleugelige
flabbergasted	
harsrijk	harsrijke
mobielvrij	mobielvrije
roodblond	roodblonde
neurotypisch	neurotypische
e.k.	
allervreemdst	
handgeschilderd	handgeschilderde
veelpotig	veelpotige
goudomrand	goudomrande
ongeconcentreerd	ongeconcentreerde
tweevleugelig	tweevleugelige
wedstrijdzwemmend	wedstrijdzwemmende
gebeurtenisloos	gebeurtenisloze
reclamevrij	reclamevrije
stervenskoud	stervenskoude
buitengerechtelijk	buitengerechtelijke
alcoholarm	alcoholarme
blauwglanzend	blauwglanzende
rechtsbevoegd	rechtsbevoegde
onbehandeld	onbehandelde
onsentimenteel	onsentimentele
conservatief-burgerlijk	conservatief-burgerlijke
oordeelkundig	oordeelkundige
onoordeelkundig	onoordeelkundige
sociopolitiek	sociopolitieke
prijsgevoelig	prijsgevoelige
overdressed	overdresste
mensenetend	mensenetende
onsolidair	onsolidaire
ingeworteld	ingewortelde
roodgeruit	roodgeruite
storingsvrij	storingsvrije
computerspelverslaafd	computerspelverslaafde
onvoorzienbaar	onvoorzienbare
antikapitalistisch	antikapitalistische
alt-right	
reflexmatig	reflexmatige
onaanvechtbaar	onaanvechtbare
perte totale	
minderbegaafd	minderbegaafde
kunsthistorisch	kunsthistorische
politiek-bestuurlijk	politiek-bestuurlijke
kindgebonden	
wintergroen	
belastingschuw	belastingschuwe
ongespecificeerd	ongespecificeerde
reuzetrots	reuzetrotse
allerduurst	allerduurste
statelijk	statelijke
risicovrij	risicovrije
antifeministisch	antifeministische
roodkleurig	roodkleurige
goedgeorganiseerd	goedgeorganiseerde
goudglanzend	goudglanzende
hyperintelligent	hyperintelligente
kindvrij	kindvrije
donkergetint	donkergetinte
onovertrefbaar	onovertrefbare
maatschappijkritisch	maatschappijkritische
kindervrij	kindervrije
aardgebonden	aardgebondenste
generatieslang	generatieslange
het van het	(alleen
wereldomvattend	wereldomvattende
ongemeubileerd	ongemeubileerde
supergroot	supergrote
voedingsrijk	voedingsrijke
reuzegoed	reuzegoede
onsexy	onsexyste
erfgerechtigd	erfgerechtigde
slechtbetaald	slechtbetaalde
televisiegeniek	televisiegenieke
je van het	(alleen
welgeboren	
hooggehakt	hooggehakte
veelgeplaagd	veelgeplaagde
onrendabel	onrendabele
bronsgroen	bronsgroene
pastelkleurig	pastelkleurige
buitenkerkelijk	buitenkerkelijke
speelklaar	speelklare
onbezoedeld	onbezoedelde
overgekwalificeerd	overgekwalificeerde
welgekozen	
antinazistisch	antinazistische
rechtshistorisch	rechtshistorische
roodwangig	roodwangige
Bijbelgetrouw	Bijbelgetrouwe
bronloos	bronloze
gelijkberechtigd	gelijkberechtigde
gedachtevol	gedachtevolle
picasso	
middellands	middellandse
onopgesmukt	onopgesmukte
verkeerstechnisch	verkeerstechnische
kapotgebombardeerd	kapotgebombardeerde
rechtspolitiek	rechtspolitieke
antizionistisch	antizionistische
omhooggericht	omhooggerichte
rampspoedig	rampspoedige
duurbetaald	duurbetaalde
schraapleeg	schraaplege
afschuwwekkend	afschuwwekkende
verzoeningsgezind	verzoeningsgezinde
schrikkelijk	schrikkelijke
allesbepalend	allesbepalende
rechtswetenschappelijk	rechtswetenschappelijke
superbekend	superbekende
stenengooiend	stenengooiende
supermodern	supermoderne
overenthousiast	overenthousiaste
goudgerand	goudgerande
ongeorganiseerd	ongeorganiseerde
giga	
ongevaccineerd	ongevaccineerde
cijfermatig	cijfermatige
ongepubliceerd	ongepubliceerde
omgeschreven	
geluiddempend	geluiddempende
belastingtechnisch	belastingtechnische
pictofonetisch	pictofonetische
onverzekerd	onverzekerde
negenvoudig	negenvoudige
levensreddend	levensreddende
medegefinancierd	medegefinancierde
prijsdrukkend	prijsdrukkende
aflossingsvrij	aflossingsvrije
recyclebaar	recyclebare
eindverantwoordelijk	eindverantwoordelijke
kostendekkend	kostendekkende
queer	
interlinguaal	interlinguale
hoogverrijkt	hoogverrijkte
daarbij behorend	daarbij behorende
concurrentiegevoelig	concurrentiegevoelige
Oostkantons	
ondertunneld	ondertunnelde
christusachtig	christusachtige
rembrandtesk	rembrandteske
oogheelkundig	oogheelkundige
onuitgebracht	onuitgebrachte
beregezellig	beregezellige
dichtbebost	dichtbeboste
antichristelijk	antichristelijke
berekoud	berekoude
volkenrechtelijk	volkenrechtelijke
lichtmetalen	
verzekerbaar	verzekerbare
transfervrij	transfervrije
hoogopgelopen	
ondogmatisch	ondogmatische
overstuurd	
boemelig	boemelige
breedlachend	breedlachende
storingvrij	storingvrije
ongedateerd	ongedateerde
kostenbesparend	kostenbesparende
trending	
ongeplaatst	ongeplaatste
succesrijk	succesrijke
ongetraind	ongetrainde
onklopbaar	onklopbare
verwijtbaar	verwijtbare
splijtbaar	splijtbare
metersdiep	metersdiepe
ongekwalificeerd	ongekwalificeerde
dopingvrij	dopingvrije
kroonprinselijk	kroonprinselijke
natuurhistorisch	natuurhistorische
semiofficieel	semiofficiële
inflexibel	inflexibele
onbedenkelijk	onbedenkelijke
impardonnabel	impardonnabele
asbesthoudend	asbesthoudende
auteursrechtelijk	auteursrechtelijke
ongrondwettelijk	ongrondwettelijke
onwerkzaam	onwerkzame
langstzittend	langstzittende
bioplastic	
drugsgerelateerd	drugsgerelateerde
vuurwapengevaarlijk	vuurwapengevaarlijke
beeldbepalend	beeldbepalende
medebepalend	medebepalende
percentueel	percentuele
antiabortus	
jongvolwassen	
antidiscriminatie	
meldingsplichtig	meldingsplichtige
crossmediaal	crossmediale
dieronvriendelijk	dieronvriendelijke
discriminatoir	discriminatoire
geluidswerend	geluidswerende
hivpositief	hivpositieve
gepreoccupeerd	gepreoccupeerde
hyperrealistisch	hyperrealistische
foutgevoelig	foutgevoelige
gebiedsgebonden	
hervormingsgezind	hervormingsgezinde
warmte-isolerend	warmte-isolerende
Spaanstalig	Spaanstalige
lubberiaans	lubberiaanse
milieukundig	milieukundige
allerarmst	allerarmste
objectgeoriënteerd	objectgeoriënteerde
perioculair	perioculaire
laagopgeleid	laagopgeleide
moegestreden	
ondergemiddeld	ondergemiddelde
onpopulair	onpopulaire
laaggeschoold	laaggeschoolde
ongefundeerd	ongefundeerde
onbeveiligd	onbeveiligde
onverkiesbaar	onverkiesbare
onwettelijk	onwettelijke
onverzoenbaar	onverzoenbare
laagradioactief	laagradioactieve
interprovinciaal	interprovinciale
lamswollen	
laaggeplaatst	laaggeplaatste
procommunistisch	procommunistische
doofblind	doofblinde
onbegeleid	onbegeleide
onconstitutioneel	onconstitutionele
prestatiegericht	prestatiegerichte
zegelkundig	zegelkundige
hartveroverend	hartveroverende
kortgerokt	kortgerokte
priesterlijk	priesterlijke
mijnenvrij	mijnenvrije
regeerbaar	regeerbare
realtime	
onverkocht	onverkochte
antifascistisch	antifascistische
bewegelijk	bewegelijke
overactief	overactieve
tadellos	tadellose
asportief	asportieve
binnenstedelijk	binnenstedelijke
diathermaan	diathermane
categoraal	categorale
blatant	
balvirtuoos	balvirtuoze
beleidsinhoudelijk	beleidsinhoudelijke
kalkminnend	kalkminnende
kalkmijdend	kalkmijdende
besluitvormend	besluitvormende
bestverkocht	bestverkochte
hoogmogend	hoogmogende
beukenhouten	
biotechnologisch	biotechnologische
Surinaams-Nederlands	
bluesy	bluesyste
bourgondisch	bourgondische
respectueus	respectueuze
brandvertragend	brandvertragende
budgetneutraal	budgetneutrale
anticommunistisch	anticommunistische
branchevreemd	branchevreemde
clubgebonden	clubgebondenste
antiracistisch	antiracistische
antidrugs	
bedrijfstechnisch	bedrijfstechnische
beleidsbepalend	beleidsbepalende
allerslechtst	allerslechtste
blaartrekkend	blaartrekkende
benedenmaats	benedenmaatse
beheersmatig	beheersmatige
beeldvullend	beeldvullende
bouwhistorisch	bouwhistorische
beredruk	beredrukke
nachtactief	nachtactieve
boetevrij	boetevrije
schedelloos	schedelloze
antipapistisch	antipapistische
andersluidend	andersluidende
pseudo-islamitisch	pseudo-islamitische
appelgroen	appelgroene
para-universitair	para-universitaire
bovenregionaal	bovenregionale
atechnisch	atechnische
arbeidsvoorwaardelijk	arbeidsvoorwaardelijke
algoritmisch	algoritmische
arbeidsproductief	arbeidsproductieve
alleenverdienend	alleenverdienende
alleengaand	alleengaande
arbeidsrechtelijk	arbeidsrechtelijke
quasi-intellectueel	
badstoffen	
papistisch	
bovenmaats	bovenmaatse
onkritisch	onkritische
stijlkritisch	stijlkritische
hyperkritisch	hyperkritische
balverliefd	balverliefde
Egeïsch	Egeïsche
astrofysisch	astrofysische
straalvinnig	straalvinnige
Cairojaans	
bedrijfsmaatschappelijk	bedrijfsmaatschappelijke
kaakloos	kaakloze
kwastvinnig	kwastvinnige
benedictijner	
zelfoprichtend	zelfoprichtende
beschermwaardig	beschermwaardige
beroepsgericht	beroepsgerichte
bovennationaal	bovennationale
bruinzwart	bruinzwarte
bidirectioneel	bidirectionele
bouwklaar	bouwklare
buitenwettelijk	buitenwettelijke
asielgerechtigd	asielgerechtigde
aalbesachtig	aalbesachtige
aalachtig	aalachtige
bijstandsgerechtigd	bijstandsgerechtigde
bruinkleurig	bruinkleurige
ahistorisch	ahistorische
allereenvoudigst	allereenvoudigste
allerlekkerst	allerlekkerste
allernieuwst	allernieuwste
allersimpelst	allersimpelste
allerzwartst	allerzwartste
allersterkst	allersterkste
alvermogend	alvermogende
andersgelovig	andersgelovige
aangroeiwerend	aangroeiwerende
anderdaags	anderdaagse
allernaast	allernaaste
anticlimactisch	anticlimactische
afvalverwerkend	afvalverwerkende
altijddurend	altijddurende
antiterroristisch	antiterroristische
computerondersteund	computerondersteunde
bezemschoon	bezemschone
allerbekendst	allerbekendste
beenvisachtig	beenvisachtige
consumentvriendelijk	consumentvriendelijke
crosscultureel	crossculturele
allweather	
conjunctuurgevoelig	conjunctuurgevoelige
foto-elektrisch	foto-elektrische
piëzo-elektrisch	piëzo-elektrische
dieselelektrisch	dieselelektrische
contactgestoord	contactgestoorde
campy	
cryptografisch	cryptografische
genderfluïde	genderfluïdere
contactarm	contactarme
cultuurminnend	cultuurminnende
contrastrijk	contrastrijke
sapioseksueel	
cijferig	cijferige
Bahiaans	Bahiaanse
asobestendig	asobestendige
allesverterend	allesverterende
aanraakgevoelig	aanraakgevoelige
vlees noch vis	(alleen
awkward	awkwarde
borstvoedingsvriendelijk	borstvoedingsvriendelijke
naaktzadig	naaktzadige
boefproof	boefproofe
wolfsklauwachtig	wolfsklauwachtige
tonig	tonige
freefloating	
agender	
alt-rechts	
anderhalvemeterveilig	anderhalvemeterveilige
flexiseksueel	flexiseksuele
hangry	hangrye
gigantesk	giganteske
dementievriendelijk	dementievriendelijke
gameverslaafd	gameverslaafde
polyamoreus	polyamoreuze
stationbased	
kalifaatvrij	kalifaatvrije
spoorboekloos	spoorboekloze
medior	
spelletjesverslaafd	spelletjesverslaafde
rommelblind	rommelblinde
policor	
dijzig	dijzige
spornoseksueel	spornoseksuele
bigender	bigendere
normcore	
menstruatievrij	menstruatievrije
leerlinggebonden	leerlinggebondenste
misofoon	misofone
reclameluw	reclameluwe
climactisch	climactische
nomofoob	
schrieperig	schrieperige
lazuurblauw	
feitenresistent	feitenresistente
cirkelrond	cirkelronde
tonnetjerond	tonnetjeronde
fygitaal	fygitale
smoorvol	smoorvolle
kwartrond	kwartronde
genderdivers	genderdiverse
platrond	platronde
gendervrij	gendervrije
genderqueer	
curvy	curvyste
cisgender	
enkelnucleotide	
interseks	
aartsslecht	aartsslechte
aartsdonker	
instafamous	
cheugy	cheugye
wanhebbelijk	wanhebbelijke
feitenvrij	feitenvrije
vuilgebekt	vuilgebekte
oersimpel	oersimpele
oergezellig	oergezellige
zeurvrij	zeurvrije
genderinclusief	genderinclusieve
vermeldingswaard	vermeldingswaarde
hypernerveus	hypernerveuze
heerliedepeerlie	
hooggeboren	
weigervrij	weigervrije
ultradun	ultradunne
bloedsaai	bloedsaaie
artikelgewijs	artikelgewijze
artikelsgewijs	artikelsgewijze
supersimpel	supersimpele
allerzwakst	allerzwakste
super-de-luxe	
doodeerlijk	doodeerlijke
lvb	
viral	
hongerstakend	hongerstakende
pleiomorf	pleiomorfe
reuzengroot	reuzengrote
vierkoppig	vierkoppige
doodgevaarlijk	doodgevaarlijke
overgaar	overgare
bereleuk	bereleuke
vijfkoppig	vijfkoppige
keileuk	keileuke
doodgemakkelijk	doodgemakkelijke
doodverlegen	
knalgroen	knalgroene
knalpaars	knalpaarse
loeiheet	loeihete
poepsimpel	poepsimpele
overbeleefd	overbeleefde
poepchagrijnig	poepchagrijnige
doorontwikkeld	
poepduur	poepdure
wearable	wearableste
diergeneeskundig	diergeneeskundige
energiearm	energiearme
kaolo	
overzwaar	overzware
farmacotherapeutisch	farmacotherapeutische
fasegewijs	fasegewijze
poepgoed	poepgoede
loeizwaar	loeizware
fijnmotorisch	fijnmotorische
poepbruin	poepbruine
loeisterk	loeisterke
eenhoofdig	eenhoofdige
gelicentieerd	
dichtbebouwd	dichtbebouwde
erfrechtelijk	erfrechtelijke
doodsgevaarlijk	doodsgevaarlijke
fuzzy	fuzzyste
multigender	
disharmonisch	disharmonische
dominicaner	
doorgekopt	
geelkoperen	
dertigvoudig	dertigvoudige
donkerkleurig	donkerkleurige
euregionaal	euregionale
eerstaangewezen	eerstaangewezenste
droogtegevoelig	droogtegevoelige
dubbelhandig	dubbelhandige
ergerniswekkend	ergerniswekkende
dubbelbaans	
schathemelrijk	schathemelrijke
euroloodvrij	euroloodvrije
felgroen	felgroene
filevrij	filevrije
diepliggend	diepliggende
gelijkblijvend	gelijkblijvende
declarabel	declarabele
doodgoed	doodgoede
dubbeldik	dubbeldikke
felbevochten	
driemaands	driemaandse
dertienvoudig	dertienvoudige
energieverslindend	energieverslindende
droogkomisch	droogkomische
extraparlementair	extraparlementaire
erasmiaans	erasmiaanse
exportgericht	exportgerichte
drukbevaren	
eurocentrisch	eurocentrische
felomstreden	
driewielig	driewielige
schathemeltjerijk	schathemeltjerijke
evenwaardig	evenwaardige
gedragswetenschappelijk	gedragswetenschappelijke
eurosceptisch	eurosceptische
geldverslindend	geldverslindende
neurodivergent	neurodivergente
fotojournalistiek	fotojournalistieke
derdejaars	
neurodivers	neurodiverse
doodvermoeid	doodvermoeide
franciscaner	
energiebesparend	energiebesparende
drieregelig	drieregelige
dictatorisch	dictatorische
fluorhoudend	fluorhoudende
offgrid	
derdehands	derdehandse
geelrood	geelrode
doodkoud	doodkoude
dierproefvrij	dierproefvrije
pangender	
gebruiksonvriendelijk	gebruiksonvriendelijke
pandemoe	
steendood	steendode
afgronddiep	afgronddiepe
dichtstbevolkt	dichtstbevolkte
steenoud	steenoude
ongezuiverd	ongezuiverde
anadroom	anadrome
polygender	
ing.	
poly	
euryhalien	euryhaliene
ongediplomeerd	ongediplomeerde
orexigeen	orexigene
plantbased	
dubbelzout	
plasvriendelijk	plasvriendelijke
praktijkgericht	praktijkgerichte
rechtsstatelijk	rechtsstatelijke
dubbelhard	dubbelharde
preloved	
brandrood	brandrode
doorslepen	
driecijferig	driecijferige
drukbereden	
drempelverhogend	drempelverhogende
dubbeldeks	
savvy	savvye
techsavvy	techsavvyste
kasseienachtig	kasseienachtige
gasgerelateerd	gasgerelateerde
trigender	
vibey	vibeyere
Wajong-gerechtigd	Wajong-gerechtigde
zone-eigen	zone-eigenste
zelfloos	zelfloze
grindachtig	grindachtige
fiscaalvriendelijk	fiscaalvriendelijke
ultra-energetisch	ultra-energetische
wildbebost	wildbeboste
gestresseerd	
gereglementeerd	
in- en intevreden	
intevreden	
geofysisch	geofysische
energierijk	energierijke
extragalactisch	extragalactische
hoogenergetisch	hoogenergetische
heemkundig	heemkundige
hooglands	hooglandse
wildbedost	wildbedoste
tyfusgrappig	tyfusgrappige
superzwaar	superzware
ultrahoog	ultrahoge
grafologisch	grafologische
godsdienstwaanzinnig	godsdienstwaanzinnige
veelgesteld	veelgestelde
grijszwart	grijszwarte
handgeweven	
hooggegrepen	
hooggewaardeerd	hooggewaardeerde
geostrategisch	geostrategische
hoogproductief	hoogproductieve
interfacultair	interfacultaire
hooggeschoold	hooggeschoolde
indigoblauw	indigoblauwe
interstatelijk	interstatelijke
hogeropgeleid	hogeropgeleide
geluidwerend	geluidwerende
interraciaal	interraciale
huidskleurig	huidskleurige
interstellair	interstellaire
interplanetair	interplanetaire
houtvrij	houtvrije
goedbezocht	goedbezochte
hitgevoelig	hitgevoelige
grofgebekt	grofgebekte
gelijkopgaand	gelijkopgaande
homemade	
kerkrechtelijk	kerkrechtelijke
grondgebonden	grondgebondenste
